,File,Judges
1360,2010_03180.htm.txt,"Peters, J.P., Rose, Malone Jr., Stein and Garry, JJ., concur. Ordered that the judgment is af"
1361,2010_03181.htm.txt,"Mercure, J.P., Rose, Lahtinen and Kavanagh, JJ., concur. Ordered that the judgment is af"
1362,2010_03182.htm.txt,"Cardona, P.J., Spain, Kavanagh and Garry, JJ., concur. Ordered that the order is af"
1363,2010_03183.htm.txt,"Cardona, P.J., Spain, Kavanagh, Stein and Egan Jr., JJ., concur. Ordered that the judgment is af"
1364,2010_03184.htm.txt,"Lahtinen, Malone Jr., Stein and Garry, JJ., concur. Ordered that the judgment is af"
1365,2010_03185.htm.txt,"Mercure, J.P., Rose, Lahtinen and Stein, JJ., concur. Ordered that the judgment is af"
1366,2010_03186.htm.txt,"Mercure, J.P., Peters, Lahtinen, McCarthy and Garry, JJ., concur. Ordered that the judgment is affi..."
1367,2010_03187.htm.txt,"Peters, J.P., Lahtinen, Malone Jr. and Garry, JJ., concur. Ordered that the order is reversed, on t..."
1368,2010_03188.htm.txt,"Cardona, P.J., Spain, McCarthy and Egan Jr., JJ., concur. Ordered that the order is af"
1369,2010_03189.htm.txt,"Cardona, P.J., Mercure, Kavanagh and Garry, JJ., concur. Ordered that the judgment is af"
1370,2010_03190.htm.txt,"Peters, J.P., Spain, Malone Jr., Garry and Egan Jr., JJ., concur. Ordered that the judgment is affi..."
1371,2010_03191.htm.txt,"Mercure, J.P., Peters, Stein and McCarthy, JJ., concur. Ordered that the judgment is af"
1372,2010_03192.htm.txt,"Cardona, P.J., Spain, Malone Jr. and Egan Jr., JJ., concur. Ordered that the order is af"
1373,2010_03193.htm.txt,"Cardona, P.J., Spain, Rose, Kavanagh and Egan Jr., JJ., concur. Ordered that the judgment is affirm..."
1374,2010_03194.htm.txt,"Rose, Lahtinen, Kavanagh and Egan Jr., JJ., concur. Ordered that the order is af"
1375,2010_03195.htm.txt,"Rose, Lahtinen, Kavanagh and Egan Jr., JJ., concur. Ordered that the order is af"
1376,2010_03199.htm.txt,"Cardona, P.J., Mercure, Spain and Kavanagh, JJ., concur. Ordered that the order is affirmed, without"
1377,2010_03225.htm.txt,
1378,2010_03229.htm.txt,
1379,2010_03232.htm.txt,
1380,2010_03234.htm.txt,
1381,2010_03236.htm.txt,
1382,2010_03238.htm.txt,
1383,2010_03241.htm.txt,
1384,2010_03243.htm.txt,
1385,2010_03246.htm.txt,
1386,2010_03248.htm.txt,
1387,2010_03250.htm.txt,
1388,2010_03344.htm.txt,The appellant has failed to establish that he was denied the effective assistance of appellate coun...
1389,2010_03345.htm.txt,"The sentence imposed was not excessive (see People v Suitte, 90 AD2d 80 [1982]). Skelos, J.P., Dill..."
1390,2010_03346.htm.txt,"The Court of Appeals recently held in People v Williams (14 NY3d 198, 219-220 [2010]) that  once a ..."
1391,2010_03347.htm.txt,We have reviewed the record and agree with the defendant's assigned counsel that there are no nonfr...
1392,2010_03348.htm.txt,The appellant has failed to establish that he was denied the effective assistance of appellate coun...
1393,2010_03349.htm.txt,We have reviewed the record and agree with the defendant's assigned counsel that there are no nonfr...
1394,2010_03350.htm.txt,We have reviewed the record and agree with the defendant's assigned counsel that there are no nonfr...
1395,2010_03351.htm.txt,The defendant's contentions regarding an alleged  second  cooperation agreement and his claims of i...
1396,2010_03352.htm.txt,We have reviewed the record and agree with the defendant's assigned counsel that there are no nonfr...
1397,2010_03353.htm.txt,"Accordingly, the County Court properly granted that branch of the defendant's omnibus motion which ..."
1398,2010_03354.htm.txt,"In January 2009 the County Court resentenced the defendant, over his objection on double jeopardy g..."
1399,2010_03355.htm.txt,"In an order dated March 24, 2010, the Supreme Court, in accordance with the Court of Appeals' recen..."
1400,2010_03356.htm.txt,"In an order dated March 11, 2010, the Supreme Court, in accordance with the Court of Appeals' recen..."
1401,2010_03357.htm.txt,Since the defendant pleaded guilty with the understanding that he would receive the sentence which ...
1402,2010_03358.htm.txt,"The defendant's remaining contentions are without merit. Santucci, J.P., Angiolillo, Leventhal and ..."
1403,2010_03359.htm.txt,"The sentence imposed was not excessive (see People v Suitte, 90 AD2d 80 [1982]). Skelos, J.P., Cove..."
1404,2010_03360.htm.txt,"The defendant pleaded guilty to each of the 12 counts on which she was indicted. The County Court, ..."
1405,2010_03363.htm.txt,
1406,2010_03365.htm.txt,
1407,2010_03372.htm.txt,
1408,2010_03376.htm.txt,
1409,2010_03378.htm.txt,
1410,2010_03381.htm.txt,
1411,2010_03384.htm.txt,
1412,2010_03386.htm.txt,
1413,2010_03388.htm.txt,
1414,2010_03441.htm.txt,We agree with the Supreme Court that the petitioner's claims are without merit. Requiring the petit...
1415,2010_03464.htm.txt,"The defendant's remaining contentions are unpreserved for appellate review and, in any event, are w..."
1416,2010_03465.htm.txt,The appellant has failed to establish that he was denied the effective assistance of appellate coun...
1417,2010_03466.htm.txt,"The sentence imposed was not excessive (see People v Suitte, 90 AD2d 80, 83 [1982]). Mastro, J.P., ..."
1418,2010_03467.htm.txt,"The defendant's remaining contention is without merit. Rivera, J.P., Angiolillo, Balkin and Leventh..."
1419,2010_03484.htm.txt,
1420,2010_03485.htm.txt,
1421,2010_03488.htm.txt,
1422,2010_03491.htm.txt,
1423,2010_03496.htm.txt,"Cardona, P.J., Peters, Kavanagh and McCarthy, JJ., concur. Ordered that the judgment and order are ..."
1424,2010_03497.htm.txt,"Peters, J.P., Lahtinen, Stein and Garry, JJ., concur. Ordered that the judgment is af"
1425,2010_03498.htm.txt,"Lahtinen, Malone Jr., Stein and Garry, JJ., concur. Ordered that the judgment is reversed, on the l..."
1426,2010_03499.htm.txt,"Rose, Lahtinen, Kavanagh and Egan Jr., JJ., concur. Ordered that the judgment is af"
1427,2010_03528.htm.txt,
1428,2010_03529.htm.txt,
1429,2010_03534.htm.txt,
1430,2010_03535.htm.txt,
1431,2010_03536.htm.txt,
1432,2010_03537.htm.txt,
1433,2010_03538.htm.txt,
1434,2010_03540.htm.txt,
1435,2010_03549.htm.txt,
1436,2010_03553.htm.txt,
1437,2010_03554.htm.txt,
1438,2010_03557.htm.txt,
1439,2010_03558.htm.txt,
1440,2010_03559.htm.txt,
1441,2010_03564.htm.txt,
1442,2010_03565.htm.txt,
1443,2010_03566.htm.txt,
1444,2010_03567.htm.txt,
1445,2010_03568.htm.txt,
1446,2010_03570.htm.txt,
1447,2010_03571.htm.txt,
1448,2010_03574.htm.txt,
1449,2010_03575.htm.txt,
1450,2010_03579.htm.txt,
1451,2010_03581.htm.txt,
1452,2010_03582.htm.txt,
1453,2010_03588.htm.txt,
1454,2010_03589.htm.txt,
1455,2010_03590.htm.txt,
1456,2010_03591.htm.txt,
1457,2010_03592.htm.txt,
1458,2010_03593.htm.txt,
1459,2010_03594.htm.txt,
1460,2010_03606.htm.txt,
1461,2010_03607.htm.txt,
1462,2010_03608.htm.txt,
1463,2010_03609.htm.txt,
1464,2010_03610.htm.txt,
1465,2010_03611.htm.txt,
1466,2010_03627.htm.txt,
1467,2010_03628.htm.txt,
1468,2010_03629.htm.txt,
1469,2010_03630.htm.txt,
1470,2010_03631.htm.txt,
1471,2010_03645.htm.txt,
1472,2010_03646.htm.txt,
1473,2010_03647.htm.txt,
1474,2010_03648.htm.txt,
1475,2010_03649.htm.txt,
1476,2010_03650.htm.txt,
1477,2010_03651.htm.txt,
1478,2010_03657.htm.txt,
1479,2010_03658.htm.txt,
1480,2010_03659.htm.txt,
1481,2010_03660.htm.txt,
1482,2010_03661.htm.txt,
1483,2010_03662.htm.txt,
1484,2010_03668.htm.txt,
1485,2010_03669.htm.txt,
1486,2010_03670.htm.txt,
1487,2010_03671.htm.txt,
1488,2010_03672.htm.txt,
1489,2010_03673.htm.txt,
1490,2010_03681.htm.txt,
1491,2010_03682.htm.txt,
1492,2010_03683.htm.txt,
1493,2010_03684.htm.txt,
1494,2010_03692.htm.txt,
1495,2010_03693.htm.txt,
1496,2010_03694.htm.txt,
1497,2010_03706.htm.txt,
1498,2010_03707.htm.txt,
1499,2010_03708.htm.txt,
1500,2010_03709.htm.txt,
1501,2010_03720.htm.txt,
1502,2010_03728.htm.txt,
1503,2010_03729.htm.txt,
1504,2010_03730.htm.txt,
1505,2010_03731.htm.txt,
1506,2010_03732.htm.txt,
1507,2010_03733.htm.txt,
1508,2010_03735.htm.txt,
1509,2010_03750.htm.txt,
1510,2010_03752.htm.txt,
1511,2010_03753.htm.txt,
1512,2010_03761.htm.txt,
1513,2010_03767.htm.txt,
1514,2010_03771.htm.txt,
1515,2010_03772.htm.txt,
1516,2010_03775.htm.txt,
1517,2010_03783.htm.txt,
1518,2010_03788.htm.txt,
1519,2010_03789.htm.txt,
1520,2010_03792.htm.txt,
1521,2010_03804.htm.txt,"Cardona, P.J., Spain, Malone Jr. and Egan Jr., JJ., concur. Ordered that the judgment is af"
1522,2010_03805.htm.txt,"Mercure, J.P., Rose, Kavanagh and Egan Jr., JJ., concur. Ordered that the judgment is af"
1523,2010_03806.htm.txt,"Mercure, J.P., Peters, Stein and McCarthy, JJ., concur. Ordered that the judgment is af"
1524,2010_03807.htm.txt,"Mercure, Spain, Kavanagh and Garry, JJ., concur. Ordered that the judgment is af"
1525,2010_03808.htm.txt,"Peters, J.P., Rose, Malone Jr. and McCarthy, JJ., concur. Ordered that the judgment is reversed, on..."
1526,2010_03809.htm.txt,"Spain, J.P., Rose, Lahtinen and Egan Jr., JJ., concur. Ordered that the judgment is reversed, on th..."
1527,2010_03810.htm.txt,"Spain, J.P., Rose, Kavanagh and Stein, JJ., concur. Ordered that the judgment is reversed, as a mat..."
1528,2010_03811.htm.txt,"Peters, J.P., Malone Jr., Kavanagh and Garry, JJ., concur. Ordered that the judgment is af"
1529,2010_03812.htm.txt,"Cardona, P.J., Mercure, Spain and Garry, JJ., concur. Ordered that the judgment is af"
1530,2010_03830.htm.txt,
1531,2010_03836.htm.txt,
1532,2010_03838.htm.txt,
1533,2010_03842.htm.txt,
1534,2010_03850.htm.txt,
1535,2010_03854.htm.txt,
1536,2010_03948.htm.txt,We have reviewed the record and agree with the defendant's assigned counsel that there are no nonfr...
1537,2010_03949.htm.txt,The defendant's contention that the evidence was legally insufficient to support the convictions of...
1538,2010_03950.htm.txt,"Nevertheless, despite being informed of the sentence that he was to receive, the defendant admitted..."
1539,2010_03951.htm.txt,We have reviewed the record and agree with the defendant's assigned counsel that there are no nonfr...
1540,2010_03952.htm.txt,"The defendant's remaining contentions are unpreserved for appellate review and, in any event, eithe..."
1541,2010_03953.htm.txt,"When Officer Colon blocked, with his own vehicle, the parked vehicle in which the [*2]defendant was..."
1542,2010_03954.htm.txt,"Moreover, the Supreme Court properly denied the defendant's motion pursuant to CPL 440.10 to vacate..."
1543,2010_03955.htm.txt,"The defendant's contention that his plea of guilty should be vacated because it was not knowingly, ..."
1544,2010_03956.htm.txt,"The defendant's remaining contention is without merit. Rivera, J.P., Florio, Miller and Austin, JJ...."
1545,2010_03958.htm.txt,The appellant has failed to establish that he was denied the effective assistance of appellate coun...
1546,2010_03959.htm.txt,"The Court of Appeals recently held, in People v Williams (14 NY3d 198, 219-220 [2010]), that  once ..."
1547,2010_03960.htm.txt,"Ordered that the application is held in abeyance in the interim. Mastro, J.P., Skelos, Florio and D..."
1548,2010_03961.htm.txt,"The sentence imposed was not excessive (see People v Suitte, 90 AD2d 80 [1982]). [*2] The defendant..."
1549,2010_03962.htm.txt,We have reviewed the record and agree with the defendant's assigned counsel that there are no nonfr...
1550,2010_03963.htm.txt,"Contrary to the defendant's contention, the trial court properly denied his challenge for cause to ..."
1551,2010_03964.htm.txt,"On appeal, the defendant contends that his post-Miranda statements should have been suppressed beca..."
1552,2010_03965.htm.txt,The appellant has failed to establish that he was denied the effective assistance of appellate coun...
1553,2010_03966.htm.txt,"In light of our determination, the defendant's remaining contentions have been rendered academic. F..."
1554,2010_03968.htm.txt,We have reviewed the record and agree with the defendant's assigned counsel that there are no nonfr...
1555,2010_03969.htm.txt,"However, we agree that the Supreme Court erred in relying upon a preliminary fact-finding report pr..."
1556,2010_03970.htm.txt,We have reviewed the record and agree with the defendant's assigned counsel that there are no nonfr...
1557,2010_03971.htm.txt,We have reviewed the record and agree with the defendant's assigned counsel that there are no nonfr...
1558,2010_03972.htm.txt,The defendant's sentence for attempted murder in the second degree was excessive to the extent indi...
1559,2010_03973.htm.txt,The appellant has failed to establish that he was denied the effective assistance of appellate coun...
1560,2010_03974.htm.txt,"The defendant's remaining contentions are unpreserved for appellate review and, in any event, do no..."
1561,2010_03975.htm.txt,"The sentence imposed was not excessive (see People v Thompson, 60 NY2d 513, 519 [1983]; People v Su..."
1562,2010_03978.htm.txt,
1563,2010_03979.htm.txt,
1564,2010_03980.htm.txt,
1565,2010_03981.htm.txt,
1566,2010_03982.htm.txt,
1567,2010_03984.htm.txt,
1568,2010_03986.htm.txt,
1569,2010_03987.htm.txt,
1570,2010_03988.htm.txt,
1571,2010_03989.htm.txt,
1572,2010_03993.htm.txt,
1573,2010_03994.htm.txt,
1574,2010_03998.htm.txt,
1575,2010_04002.htm.txt,
1576,2010_04006.htm.txt,
1577,2010_04013.htm.txt,
1578,2010_04014.htm.txt,
1579,2010_04015.htm.txt,
1580,2010_04016.htm.txt,
1581,2010_04017.htm.txt,
1582,2010_04033.htm.txt,
1583,2010_04037.htm.txt,
1584,2010_04042.htm.txt,
1585,2010_04046.htm.txt,
1586,2010_04052.htm.txt,
1587,2010_04054.htm.txt,
1588,2010_04056.htm.txt,
1589,2010_04064.htm.txt,"Mercure, Spain, Kavanagh and Garry, JJ., concur. Ordered that the judgment is af"
1590,2010_04065.htm.txt,"Mercure, Spain, Kavanagh and Garry, JJ., concur. Ordered that the judgment is af"
1591,2010_04066.htm.txt,"Mercure, J.P., Peters, Rose and Stein, JJ., concur. Ordered that the judgment is af"
1592,2010_04067.htm.txt,"Cardona, P.J., Malone Jr., McCarthy and Egan Jr., JJ., concur. Ordered that the judgment is af"
1593,2010_04068.htm.txt,"Mercure, J.P., Rose, Lahtinen and Kavanagh, JJ., concur. Ordered that the judgment is af"
1594,2010_04069.htm.txt,"Cardona, P.J., Mercure, Spain and Kavanagh, JJ., concur. Ordered that the judgment is af"
1595,2010_04070.htm.txt,"Mercure, J.P., Rose, Stein and McCarthy, JJ., concur. Ordered that the judgment is af"
1596,2010_04071.htm.txt,"Mercure, J.P., Peters, Stein and McCarthy, JJ., concur. Ordered that the judgment is modified, on t..."
1597,2010_04109.htm.txt,
1598,2010_04114.htm.txt,
1599,2010_04116.htm.txt,
1600,2010_04158.htm.txt,"Contrary to the defendant's contention, he was properly assessed points for risk factor 7, because ..."
1601,2010_04159.htm.txt,The defendant failed to present clear and convincing evidence of special circumstances warranting a...
1602,2010_04209.htm.txt,The defendant's valid waiver of his right to appeal precludes review of his challenge to the [*2]se...
1603,2010_04210.htm.txt,"The sentence imposed was not excessive (see People v Suitte, 90 AD2d 80 [1982]). Covello, J.P., San..."
1604,2010_04211.htm.txt,"Contrary to the defendant's contention, the trial court did not err in refusing to give an intoxica..."
1605,2010_04212.htm.txt,"The defendant's remaining contentions are without merit. Mastro, J.P., Skelos, Dickerson and Lott, ..."
1606,2010_04213.htm.txt,The Supreme Court did not err in denying the defendant's request for an additional instruction not ...
1607,2010_04214.htm.txt,"The defendant's remaining contentions are without merit. Mastro, J.P., Covello, Eng and Belen, JJ."
1608,2010_04215.htm.txt,"The defendant's remaining contentions are unpreserved for appellate review and, in any event, are w..."
1609,2010_04216.htm.txt,"In the alternative, the County Court also properly dismissed the indictment against the defendant f..."
1610,2010_04217.htm.txt,The defendant's valid waiver of his right to appeal forecloses review of the claims he seeks to rai...
1611,2010_04218.htm.txt,"Contrary to the defendant's contention, the Supreme Court properly granted the People's application..."
1612,2010_04219.htm.txt,"To the extent that the defendant contends that his plea was not knowing or voluntary, his claim is ..."
1613,2010_04220.htm.txt,"The defendant's remaining contentions are without merit. Rivera, J.P., Fisher, Florio and Austin, J..."
1614,2010_04221.htm.txt,"The defendant's waivers of his right to appeal were knowing, voluntary, and intelligent (see People..."
1615,2010_04222.htm.txt,"The defendant's waiver of his right to appeal was knowing, voluntary, and intelligent (see People v..."
1616,2010_04223.htm.txt,"The defendant has not, nor could he have, raised any nonfrivolous issues in his supplemental pro se..."
1617,2010_04224.htm.txt,"The defendant's remaining contention is without merit. Dillon, J.P., Balkin, Lott and Sgroi, JJ."
1618,2010_04225.htm.txt,We have reviewed the record and agree with the defendant's assigned counsel that there are no nonfr...
1619,2010_04226.htm.txt,Since the defendant pleaded guilty with the understanding that he would receive the sentence which ...
1620,2010_04229.htm.txt,
1621,2010_04238.htm.txt,
1622,2010_04240.htm.txt,
1623,2010_04242.htm.txt,
1624,2010_04245.htm.txt,
1625,2010_04250.htm.txt,
1626,2010_04256.htm.txt,
1627,2010_04259.htm.txt,
1628,2010_04263.htm.txt,
1629,2010_04265.htm.txt,
1630,2010_04269.htm.txt,
1631,2010_04272.htm.txt,
1632,2010_04276.htm.txt,
1633,2010_04278.htm.txt,"Rose, J.P., Lahtinen, Malone Jr., Garry and Egan Jr., JJ., concur. Ordered that the judgment is af"
1634,2010_04279.htm.txt,"Cardona, P.J., Spain, Kavanagh and Garry, JJ., concur. Ordered that the judgment is af"
1635,2010_04280.htm.txt,"Cardona, P.J., Mercure, Lahtinen and Egan Jr., JJ., concur. Ordered that the judgment is af"
1636,2010_04281.htm.txt,"We affirm. Upon reviewing the record, we find that defendant executed a knowing, voluntary and inte..."
1637,2010_04282.htm.txt,"Peters, J.P., Spain, Stein, McCarthy and Garry, JJ., concur. Ordered that the judgment is affirmed,..."
1638,2010_04283.htm.txt,"Cardona, P.J., Mercure, Peters and Garry, JJ., concur. Ordered that the judgment is modified, on th..."
1639,2010_04284.htm.txt,"Cardona, P.J., Mercure, Peters and Kavanagh, JJ., concur. Ordered that the judgment is modified, on..."
1640,2010_04285.htm.txt,"Cardona, P.J., Mercure, Malone Jr. and Egan Jr., JJ., concur. Ordered that the judgment is af"
1641,2010_04286.htm.txt,"Spain, J.P., Rose, McCarthy, Garry and Egan Jr., JJ., concur. Ordered that the judgment is af"
1642,2010_04287.htm.txt,"Cardona, P.J., Rose, Lahtinen, Garry and Egan Jr., JJ., concur. Ordered that the judgment is affirm..."
1643,2010_04288.htm.txt,"Cardona, P.J., Mercure, Lahtinen, Malone Jr. and Egan Jr., JJ., concur. Ordered that the judgment i..."
1644,2010_04350.htm.txt,"Here, the record does not contain clear and convincing evidence demonstrating the existence of aggr..."
1645,2010_04351.htm.txt,"Here, the Supreme Court providently exercised its discretion in denying the defendant's request for..."
1646,2010_04403.htm.txt,"Ordered that the sentence is affirmed. No opinion. Prudenti, P.J., Skelos, Florio, Eng and Lott, JJ..."
1647,2010_04404.htm.txt,We have reviewed the record and agree with the defendant's assigned counsel that there are no nonfr...
1648,2010_04405.htm.txt,We have reviewed the record and agree with the defendant's assigned counsel that there are no nonfr...
1649,2010_04406.htm.txt,The appellant has failed to establish that he was denied the effective assistance of appellate coun...
1650,2010_04407.htm.txt,"As the People correctly concede, the imposition of a period of postrelease supervision on this defe..."
1651,2010_04408.htm.txt,"The defendant's remaining contention is without merit. Fisher, J.P., Florio, Belen and Austin, JJ."
1652,2010_04409.htm.txt,"In any event, any error resulting from the alleged failure was harmless, as there was overwhelming ..."
1653,2010_04410.htm.txt,"The defendant's remaining contentions are without merit (see People v Davis, 58 NY2d 1102, 1104 [19..."
1654,2010_04411.htm.txt,We have reviewed the record and agree with the defendant's assigned counsel that there are no nonfr...
1655,2010_04412.htm.txt,"Ordered that the judgment is reversed, and a new trial is ordered (see People v Cassell, 62 AD3d 10..."
1656,2010_04413.htm.txt,"The sentence imposed was not excessive (see People v Suitte, 90 AD2d 80 [1982]). Prudenti, P.J., An..."
1657,2010_04414.htm.txt,"The defendant's remaining contentions are without merit. Fisher, J.P., Balkin, Roman and Sgroi, JJ...."
1658,2010_04415.htm.txt,"The defendant's remaining contentions are without merit. Rivera, J.P., Santucci, Eng and Chambers, ..."
1659,2010_04416.htm.txt,The Supreme Court did not improvidently exercise its discretion in sentencing the defendant to an a...
1660,2010_04417.htm.txt,We have reviewed the record and agree with the defendant's assigned counsel that there are no nonfr...
1661,2010_04418.htm.txt,"As the People correctly concede, the judgment of conviction must be reversed because the superior c..."
1662,2010_04419.htm.txt,"In light of the foregoing, the defendant's remaining contention is academic. Skelos, J.P., Santucci..."
1663,2010_04420.htm.txt,Although there was no relevant purpose in admitting the defendant's arrest photographs into evidenc...
1664,2010_04421.htm.txt,"Accordingly, contrary to the defendant's contention, his counsel was not ineffective for failing to..."
1665,2010_04422.htm.txt,"The defendant's remaining contentions are without merit. Fisher, J.P., Balkin, Roman and Sgroi, JJ...."
1666,2010_04423.htm.txt,"The defendant's remaining contentions are without merit. Dillon, J.P., Balkin, Lott and Sgroi, JJ."
1667,2010_04424.htm.txt,The defendant's remaining contentions either are without merit or need not be addressed in light of...
1668,2010_04425.htm.txt,"The defendant's remaining contentions, including those raised in his supplemental pro se brief, are..."
1669,2010_04426.htm.txt,"The defendant's remaining contentions either are without merit or do not require reversal. Fisher, ..."
1670,2010_04427.htm.txt,Since the defendant pleaded guilty with the understanding that he would receive the sentence which ...
1671,2010_04428.htm.txt,"The sentence imposed was not excessive (see People v Suitte, 90 AD2d 80 [1982]). Skelos, J.P., Angi..."
1672,2010_04429.htm.txt,"The defendant's remaining contentions are without merit. Dillon, J.P., Miller, Dickerson and Chambe..."
1673,2010_04430.htm.txt,"Fisher, J.P., Angiolillo and Lott, JJ."
1674,2010_04431.htm.txt,"Accordingly, the matter must be remitted to the Supreme Court, Kings County, for further proceeding..."
1675,2010_04436.htm.txt,
1676,2010_04437.htm.txt,
1677,2010_04440.htm.txt,
1678,2010_04448.htm.txt,
1679,2010_04449.htm.txt,
1680,2010_04455.htm.txt,
1681,2010_04461.htm.txt,
1682,2010_04464.htm.txt,
1683,2010_04466.htm.txt,"Peters, J.P., Rose, Stein and Garry, JJ., concur. Ordered that the judgment is af"
1684,2010_04467.htm.txt,"Mercure, J.P., Peters, Spain and Kavanagh, JJ., concur. Ordered that the judgment is af"
1685,2010_04468.htm.txt,"Mercure, J.P., Peters, Rose and Kavanagh, JJ., concur. Ordered that the judgment is af"
1686,2010_04469.htm.txt,"Cardona, P.J., Mercure, Kavanagh and Garry, JJ., concur. Ordered that the judgment and order are af"
1687,2010_04470.htm.txt,"Mercure, J.P., Spain, Lahtinen and Malone Jr., JJ., concur. Ordered that the judgment is af"
1688,2010_04471.htm.txt,"Cardona, P.J., Peters, Kavanagh and Garry, JJ., concur. Ordered that the judgment is af"
1689,2010_04472.htm.txt,"Peters, J.P., Rose, Stein and McCarthy, JJ., concur. Ordered that the judgment is af"
1690,2010_04473.htm.txt,"Cardona, P.J., Spain, Stein and Egan Jr., JJ., concur. Ordered that the judgment is af"
1691,2010_04474.htm.txt,"Cardona, P.J., Mercure, Lahtinen and Malone Jr., JJ., concur. Ordered that the judgment is af"
1692,2010_04475.htm.txt,"Rose, Stein, McCarthy and Garry, JJ., concur. Ordered that the judgment is af"
1693,2010_04476.htm.txt,"Cardona, P.J., Spain, Stein and McCarthy, JJ., concur. Ordered that the judgment is af"
1694,2010_04480.htm.txt,"Cardona, P.J., Lahtinen, Malone Jr. and Egan Jr., JJ., concur. Ordered that the order is affirmed, ..."
1695,2010_04481.htm.txt,"Mercure, Lahtinen, Malone Jr. and Egan Jr., JJ., concur. Ordered that the order is affirmed, without"
1696,2010_04482.htm.txt,"Cardona, P.J., Lahtinen, Malone Jr. and Egan Jr., JJ., concur. Ordered that the order is affirmed, ..."
1697,2010_04501.htm.txt,
1698,2010_04502.htm.txt,
1699,2010_04506.htm.txt,
1700,2010_04509.htm.txt,
1701,2010_04510.htm.txt,
1702,2010_04514.htm.txt,
1703,2010_04517.htm.txt,
1704,2010_04523.htm.txt,
1705,2010_04561.htm.txt,The County Court did not improvidently exercise its discretion in declining to downwardly depart fr...
1706,2010_04562.htm.txt,"The County Court properly found, based on the evidence before it, including, inter alia, the case s..."
1707,2010_04604.htm.txt,"Contrary to the defendant's contention, he was not deprived of his right to the effective assistanc..."
1708,2010_04605.htm.txt,The defendant's remaining contentions are unpreserved for appellate review (see CPL 470.05 [2]) and...
1709,2010_04606.htm.txt,"Penal Law § 70.25 (2) provides, in relevant part:  When more than one sentence of imprisonment is i..."
1710,2010_04607.htm.txt,"Under the circumstances of this case, and in view of the defendant's repeated convictions [*2]of dr..."
1711,2010_04608.htm.txt,The defendant's arguments concerning a conflict of interest and ineffective assistance of counsel a...
1712,2010_04609.htm.txt,"The defendant's remaining contentions are academic in light of the foregoing. Mastro, J.P., Covello..."
1713,2010_04610.htm.txt,Although the defendant's current challenge to the propriety of the police expert's testimony has no...
1714,2010_04611.htm.txt,The defendant's contentions raised in his supplemental pro se brief and in point II (a) (2) of his ...
1715,2010_04612.htm.txt,"Finally, the defendant's arguments concerning an alleged conflict of interest and alleged ineffecti..."
1716,2010_04613.htm.txt,"The defendant's remaining contention is without merit. Dillon, J.P., Santucci, Balkin and Sgroi, JJ..."
1717,2010_04614.htm.txt,"Covello, J.P., Santucci and Chambers, JJ."
1718,2010_04615.htm.txt,The appellant has failed to establish that he was denied the effective assistance of appellate coun...
1719,2010_04616.htm.txt,The defendant's contention that the prosecutor's remarks during summation deprived him of a fair tr...
1720,2010_04617.htm.txt,The defendant's valid waiver of her right to appeal precludes review of her claim that the sentence...
1721,2010_04618.htm.txt,"In light of our determination, we do not consider the defendant's remaining contentions. Rivera, J...."
1722,2010_04619.htm.txt,The defendant pleaded guilty to attempted criminal possession of a weapon in the second degree in v...
1723,2010_04620.htm.txt,The defendant's claim that his sentence was excessive is without merit. The defendant pleaded guilt...
1724,2010_04621.htm.txt,The appellant has failed to establish that he was denied the effective assistance of appellate coun...
1725,2010_04622.htm.txt,"The defendant's remaining contention is without merit. Mastro, J.P., Miller, Leventhal and Belen, J..."
1726,2010_04623.htm.txt,"The defendant knowingly, voluntarily, and intelligently waived his right to appeal (see People v Ra..."
1727,2010_04624.htm.txt,"On appeal from the resentence, the defendant does not contend that the certification was defective...."
1728,2010_04625.htm.txt,"Roman and Sgroi, JJ."
1729,2010_04626.htm.txt,"The sentence imposed was not excessive, and the record reveals no mitigating or extraordinary circu..."
1730,2010_04629.htm.txt,
1731,2010_04634.htm.txt,
1732,2010_04639.htm.txt,
1733,2010_04641.htm.txt,
1734,2010_04646.htm.txt,
1735,2010_04648.htm.txt,
1736,2010_04653.htm.txt,
1737,2010_04656.htm.txt,
1738,2010_04657.htm.txt,
1739,2010_04665.htm.txt,"Cardona, P.J., Mercure, Kavanagh and Garry, JJ., concur. Ordered that the judgment is modified, as ..."
1740,2010_04666.htm.txt,"Kavanagh and Garry, JJ."
1741,2010_04709.htm.txt,
1742,2010_04713.htm.txt,
1743,2010_04715.htm.txt,
1744,2010_04716.htm.txt,
1745,2010_04756.htm.txt,The County Court's designation of the defendant as a level three sex offender under the Sex Offende...
1746,2010_04757.htm.txt,"The defendant's remaining contentions are without merit. Rivera, J.P., Florio, Angiolillo and Lott,..."
1747,2010_04758.htm.txt,The defendant failed to show by clear and convincing evidence that there existed mitigating circums...
1748,2010_04759.htm.txt,There was clear and convincing evidence to support the Supreme Court's determination to designate t...
1749,2010_04802.htm.txt,"In light of our determination, the defendant's remaining arguments, including those raised his supp..."
1750,2010_04803.htm.txt,The appellant has failed to establish that he was denied the effective assistance of appellate coun...
1751,2010_04804.htm.txt,The defendant's assigned counsel has informed this Court that the defendant does not  accept[ ] the...
1752,2010_04805.htm.txt,The appellant has failed to establish that he was denied the effective assistance of appellate coun...
1753,2010_04806.htm.txt,We have reviewed the record and agree with the defendant's assigned counsel that there are no nonfr...
